full_name,text,label,confidence,reason,label_id
MaaXYZ/MaaPracticeBoilerplate,"Repository named 'MaaPracticeBoilerplate' in Python with moderate popularity (392 stars, 123 forks). Maintained by a team of 10 contributors, 150 total commits (15.0 per contributor). 0 releases, 3 open issues. It has CI/CD workflows, has a README of 1175 characters, no topics, and is licensed. The project is 2.2 years old and currently active (last push 4 days ago).",template,0.8,"Moderate popularity, reusable boilerplate, CI/CD, and active maintenance suggest a template repository.",4
basher/Web-UI-Boilerplate,"Repository named 'Web-UI-Boilerplate' in JavaScript with low popularity (70 stars, 4 forks). Maintained by a single contributor, 907 total commits (907.0 per contributor). 162 releases, 0 open issues. It has CI/CD workflows, has a README of 3787 characters, no topics, and is licensed. The project is 3.1 years old and currently active (last push 9 days ago).",template,0.8,"Low popularity, single contributor, high commit frequency, and presence of CI/CD workflows and a detailed README suggest a reusable boilerplate project.",4
youtubediscord/zapret,"Repository named 'zapret' in Python with high popularity (1122 stars, 83 forks). Maintained by a small team of 5 contributors, 1093 total commits (218.6 per contributor). 2630 releases, 178 open issues. It has CI/CD workflows, has a README of 3747 characters, 10 topics, and is no license. The project is 1.2 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, multiple contributors, sustained activity, CI/CD, good documentation, and many releases.",3
toddwashere/superpowers-starter-template-nextjs,"Repository named 'superpowers-starter-template-nextjs' in TypeScript with almost no popularity (1 stars, 0 forks). Maintained by a single contributor, 516 total commits (516.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 9296 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",template,0.8,"CI/CD workflows, large README, and a name suggesting a reusable template",4
broadinstitute/viral-ngs,"Repository named 'viral-ngs' in Python with moderate popularity (196 stars, 67 forks). Maintained by a team of 16 contributors, 9683 total commits (605.2 per contributor). 106 releases, 2 open issues. It has CI/CD workflows, has a README of 5922 characters, 15 topics, and is licensed. The project is 11.7 years old and currently active (last push 0 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, sustained activity, good documentation and CI/CD practices",3
keras-team/keras,"Repository named 'keras' in Python with very high popularity (64069 stars, 19747 forks). Maintained by a large community of 406 contributors, 12434 total commits (30.6 per contributor). 89 releases, 174 open issues. It has CI/CD workflows, has a README of 5354 characters, 8 topics, and is licensed. The project is 11.2 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, broad community, and high-quality documentation.",3
prayan2702/Streamlit_Momn_v13_Cached_DB,"Repository named 'Streamlit_Momn_v13_Cached_DB' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 501 total commits (250.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 7 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",junior,0.7,"Limited documentation, no open issues, and a small team with a high commit rate suggest a simple project with some engineering practices in place, but not a mature or large-scale project.",1
NarHakobyan/awesome-nest-boilerplate,"Repository named 'awesome-nest-boilerplate' in TypeScript with high popularity (2791 stars, 513 forks). Maintained by a team of 21 contributors, 452 total commits (21.5 per contributor). 3 releases, 1 open issues. It has CI/CD workflows, has a README of 5338 characters, no topics, and is licensed. The project is 7.3 years old and currently active (last push 10 days ago).",lead,0.9,"High popularity, large team, sustained activity, good CI/CD practices, and comprehensive documentation.",3
vahiiiid/go-rest-api-boilerplate,"Repository named 'go-rest-api-boilerplate' in Go with low popularity (54 stars, 19 forks). Maintained by a team of 14 contributors, 76 total commits (5.4 per contributor). 4 releases, 9 open issues. It has CI/CD workflows, has a README of 19033 characters, 20 topics, and is licensed. The project is 0.6 years old and currently active (last push 3 days ago).",template,0.8,"High number of contributors, extensive README, and presence of CI/CD workflows suggest a reusable template, despite low popularity.",4
searxng/searxng,"Repository named 'searxng' in Python with very high popularity (30841 stars, 2924 forks). Maintained by a large community of 267 contributors, 9437 total commits (35.3 per contributor). 0 releases, 220 open issues. It has CI/CD workflows, has a README of 2296 characters, 15 topics, and is licensed. The project is 5.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, CI/CD, good documentation, and active maintenance.",3
CharlesPikachu/videodl,"Repository named 'videodl' in Python with high popularity (2148 stars, 391 forks). Maintained by a single contributor, 766 total commits (766.0 per contributor). 2 releases, 8 open issues. It has CI/CD workflows, has a README of 70235 characters, 20 topics, and is licensed. The project is 7.9 years old and currently active (last push 0 days ago).",senior,0.9,"High popularity, maintained CI/CD, extensive README, and sustained activity over 7.9 years.",2
afzalansari2910/nextjs-starter-template,"Repository named 'nextjs-starter-template' in unknown with almost no popularity (3 stars, 0 forks). Maintained by a single contributor, 6 total commits (6.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 340 characters, 20 topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal structure, and lack of CI/CD and tests, but it's actively maintained and has a clear purpose.",4
tenstorrent/tt-inference-server,"Repository named 'tt-inference-server' in Python with low popularity (55 stars, 23 forks). Maintained by a large community of 64 contributors, 1912 total commits (29.9 per contributor). 21 releases, 657 open issues. It has CI/CD workflows, has a README of 2966 characters, no topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago).",lead,0.9,"Large community, sustained activity, multiple releases, and good engineering practices (CI/CD, README).",3
marin-community/marin,"Repository named 'marin' in Python with high popularity (1019 stars, 119 forks). Maintained by a large community of 82 contributors, 8830 total commits (107.7 per contributor). 15 releases, 569 open issues. It has CI/CD workflows, has a README of 4885 characters, no topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large community, sustained activity, CI/CD, good documentation, and multiple releases.",3
LucasAnd1/nestjs-microservices-starter-template,"Repository named 'nestjs-microservices-starter-template' in TypeScript with almost no popularity (1 stars, 0 forks). Maintained by a small team of 2 contributors, 7 total commits (3.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5537 characters, 10 topics, and is licensed. The project is 2.6 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests it's a starter template, and it has a large README with 10 topics, indicating it's meant to be reusable.",4
projects5069-creator/ridinghigh-pro,"Repository named 'ridinghigh-pro' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 558 total commits (279.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1495 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited popularity, no releases, and no license, but has CI/CD workflows and a decent README.",1
TonyJiangWJ/mimotion,"Repository named 'mimotion' in Python with high popularity (1104 stars, 1936 forks). Maintained by a small team of 2 contributors, 2227 total commits (1113.5 per contributor). 0 releases, 3 open issues. It has CI/CD workflows, has a README of 9963 characters, no topics, and is licensed. The project is 3.0 years old and currently active (last push 0 days ago).",senior,0.9,"High popularity, maintained by a small team, CI/CD workflows, extensive README, and sustained activity.",2
ChristianLempa/boilerplates-library,"Repository named 'boilerplates-library' in Shell with low popularity (94 stars, 8 forks). Maintained by a small team of 3 contributors, 121 total commits (40.3 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 3268 characters, 9 topics, and is licensed. The project is 0.1 years old and currently active (last push 7 days ago).",template,0.8,"CI/CD workflows, reusable boilerplate, and a small team of maintainers suggest a template repository, despite low popularity.",4
Outfn/react-router-starter-template,"Repository named 'react-router-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2834 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'react-router-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or boilerplate project.",4
OwlBeDesigns/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
MinhIT97/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
RimSort/RimSort,"Repository named 'RimSort' in Python with high popularity (1096 stars, 122 forks). Maintained by a team of 50 contributors, 2385 total commits (47.7 per contributor). 94 releases, 148 open issues. It has CI/CD workflows, has a README of 2176 characters, 4 topics, and is licensed. The project is 3.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, sustained activity, good documentation, and robust CI/CD workflows.",3
UiPath/skills,"Repository named 'skills' in Python with low popularity (94 stars, 27 forks). Maintained by a large community of 83 contributors, 863 total commits (10.4 per contributor). 0 releases, 182 open issues. It has CI/CD workflows, has a README of 8264 characters, no topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",lead,0.8,"Large community, sustained activity, CI/CD, good documentation, but low popularity and no releases.",3
maziggy/bambuddy,"Repository named 'bambuddy' in Python with high popularity (1717 stars, 206 forks). Maintained by a team of 40 contributors, 2736 total commits (68.4 per contributor). 59 releases, 86 open issues. It has CI/CD workflows, has a README of 40911 characters, 12 topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, frequent commits, CI/CD, extensive documentation, and sustained activity.",3
openai/skills,"Repository named 'skills' in Python with very high popularity (20820 stars, 1392 forks). Maintained by a team of 34 contributors, 111 total commits (3.3 per contributor). 0 releases, 255 open issues. It lacks CI/CD workflows, has a README of 1478 characters, no topics, and is no license. The project is 0.5 years old and currently active (last push 0 days ago).",lead,0.8,"High popularity, large team, active, but lacks CI/CD and proper documentation",3
thedarkknightslg/oricon-rss-feed,"Repository named 'oricon-rss-feed' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 802 total commits (401.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago).",junior,0.7,"Limited documentation, no README, and lack of popularity, but has CI/CD workflows and sustained activity.",1
InverseBaryon/cli-tools,"Repository named 'cli-tools' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 26 total commits (26.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 104 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, very few commits, and lack of popularity.",0
bredward127/astro-blog-starter-template1,"Repository named 'astro-blog-starter-template1' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named as a template, has a large README, and is actively maintained by a single contributor, suggesting it's a reusable starting point.",4
H4ck3rmrx/nextjs-saas-starter-template,"Repository named 'nextjs-saas-starter-template' in TypeScript with almost no popularity (2 stars, 0 forks). Maintained by a small team of 2 contributors, 7 total commits (3.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5037 characters, 16 topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository is named as a starter template, has a large README, and is licensed, indicating its value is in being reusable.",4
7836-7/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
kovidgoyal/calibre,"Repository named 'calibre' in Python with very high popularity (24937 stars, 2609 forks). Maintained by a large community of 371 contributors, 53537 total commits (144.3 per contributor). 348 releases, 7 open issues. It has CI/CD workflows, has a README of 1938 characters, 10 topics, and is licensed. The project is 13.0 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, multiple releases, and good documentation.",3
TheAlisher/Boilerplate-Android,"Repository named 'Boilerplate-Android' in Kotlin with low popularity (100 stars, 12 forks). Maintained by a single contributor, 1968 total commits (1968.0 per contributor). 0 releases, 2 open issues. It lacks CI/CD workflows, has a README of 1683 characters, 4 topics, and is licensed. The project is 5.3 years old and currently active (last push 9 days ago).",template,0.8,"low popularity, single contributor, high commit frequency, lack of CI/CD, and presence of a README suggest a reusable boilerplate project",4
hfst99/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
cyber001s/IPTV-Scraper,"Repository named 'IPTV-Scraper' in Python with almost no popularity (0 stars, 1 forks). Maintained by a small team of 2 contributors, 2104 total commits (1052.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago).",junior,0.7,"CI/CD workflows, licensed, and active, but minimal documentation and no releases.",1
hgmzhn/manga-translator-ui,"Repository named 'manga-translator-ui' in Python with high popularity (1730 stars, 85 forks). Maintained by a small team of 5 contributors, 925 total commits (185.0 per contributor). 69 releases, 4 open issues. It has CI/CD workflows, has a README of 11822 characters, 10 topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago).",senior,0.9,"High popularity, multiple contributors, sustained activity, CI/CD, good documentation, and regular releases.",2
Blaizzy/mlx-vlm,"Repository named 'mlx-vlm' in Python with high popularity (4787 stars, 547 forks). Maintained by a large community of 103 contributors, 650 total commits (6.3 per contributor). 63 releases, 145 open issues. It has CI/CD workflows, has a README of 44651 characters, 13 topics, and is licensed. The project is 2.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
LedgerHQ/app-boilerplate,"Repository named 'app-boilerplate' in C with low popularity (68 stars, 81 forks). Maintained by a team of 25 contributors, 552 total commits (22.1 per contributor). 1 releases, 11 open issues. It has CI/CD workflows, has a README of 10191 characters, no topics, and is licensed. The project is 5.6 years old and currently active (last push 1 days ago).",template,0.8,"High number of contributors, extensive README, and presence of CI/CD workflows suggest a reusable template, despite low popularity.",4
caronc/apprise-api,"Repository named 'apprise-api' in Python with high popularity (1217 stars, 94 forks). Maintained by a team of 23 contributors, 242 total commits (10.5 per contributor). 35 releases, 10 open issues. It has CI/CD workflows, has a README of 56729 characters, 10 topics, and is licensed. The project is 6.6 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, sustained activity, good CI/CD, comprehensive README, and many releases.",3
shinpr/ai-coding-project-boilerplate,"Repository named 'ai-coding-project-boilerplate' in JavaScript with moderate popularity (209 stars, 21 forks). Maintained by a small team of 2 contributors, 516 total commits (258.0 per contributor). 108 releases, 0 open issues. It has CI/CD workflows, has a README of 16904 characters, 12 topics, and is licensed. The project is 0.8 years old and currently active (last push 1 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, and sustained activity",3
intuitem/ciso-assistant-community,"Repository named 'ciso-assistant-community' in Python with high popularity (4087 stars, 728 forks). Maintained by a large community of 101 contributors, 7378 total commits (73.0 per contributor). 266 releases, 112 open issues. It has CI/CD workflows, has a README of 37703 characters, 20 topics, and is licensed. The project is 2.7 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, broad community, and high popularity.",3
InterDigitalInc/CompressAI-Vision,"Repository named 'CompressAI-Vision' in Python with moderate popularity (126 stars, 12 forks). Maintained by a team of 12 contributors, 1180 total commits (98.3 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 6632 characters, 6 topics, and is licensed. The project is 3.7 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and moderate popularity.",2
HJSang/CRISP_Reasoning_Compression,"Repository named 'CRISP_Reasoning_Compression' in Python with low popularity (54 stars, 7 forks). Maintained by a small team of 3 contributors, 14 total commits (4.7 per contributor). 0 releases, 4 open issues. It lacks CI/CD workflows, has a README of 8724 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",junior,0.7,"Limited CI/CD practices, modest documentation, and a small team with low commit frequency, but active and with a decent README.",1
gmirash-debug/solana-radar,"Repository named 'solana-radar' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 495 total commits (247.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 6841 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.7,"Limited popularity, no releases, and a small team, but has CI/CD workflows and a detailed README.",1
goldstack/nextjs-bootstrap-boilerplate,"Repository named 'nextjs-bootstrap-boilerplate' in CSS with low popularity (22 stars, 18 forks). Maintained by a small team of 2 contributors, 509 total commits (254.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 8327 characters, 7 topics, and is no license. The project is 4.3 years old and currently active (last push 17 days ago).",template,0.8,"boilerplate name, low popularity, presence of CI/CD, and a large README suggest a reusable template",4
AvenCores/goida-vpn-configs,"Repository named 'goida-vpn-configs' in Python with high popularity (2394 stars, 122 forks). Maintained by a small team of 4 contributors, 265910 total commits (66477.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 36475 characters, 20 topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago).",senior,0.9,"High popularity, maintained by a small team, CI/CD workflows, extensive README, and sustained activity.",2
kc0507/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 29 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', indicating it's a template or starter project, and it has a small team of contributors with minimal commits, suggesting it's a reusable boilerplate.",4
statsheetgeeks/mlb-hr-predictor,"Repository named 'mlb-hr-predictor' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 70 total commits (35.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 3858 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited popularity, simple CI/CD, modest README, and lack of releases or open issues suggest a junior-level repository.",1
Zitann/HarmonyOS-Haps,"Repository named 'HarmonyOS-Haps' in Python with high popularity (2442 stars, 86 forks). Maintained by a team of 7 contributors, 427 total commits (61.0 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 12279 characters, 2 topics, and is no license. The project is 1.5 years old and currently active (last push 0 days ago).",senior,0.8,"High popularity, multiple contributors, CI/CD, active and well-documented, but lacks releases and a license.",2
huggingface/lerobot,"Repository named 'lerobot' in Python with very high popularity (24491 stars, 4671 forks). Maintained by a large community of 213 contributors, 1473 total commits (6.9 per contributor). 9 releases, 742 open issues. It has CI/CD workflows, has a README of 10011 characters, no topics, and is licensed. The project is 2.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good CI/CD practices, and comprehensive documentation.",3
Source2ZE/cs_script_boilerplate,"Repository named 'cs_script_boilerplate' in TypeScript with low popularity (24 stars, 2 forks). Maintained by a single contributor, 25 total commits (25.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 792 characters, no topics, and is licensed. The project is 0.7 years old and currently active (last push 7 days ago).",template,0.8,"low popularity, single contributor, boilerplate name, and lack of CI/CD suggest a reusable template",4
FrancoisRost1/mini-bloomberg-terminal,"Repository named 'mini-bloomberg-terminal' in Python with moderate popularity (121 stars, 1 forks). Maintained by a single contributor, 781 total commits (781.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 9735 characters, 7 topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.8,"Moderate popularity, CI/CD workflows, and a large README suggest a well-maintained project, but lack of releases, multiple contributors, and a license indicate a junior-level engineering maturity.",1
TheRealWaldo/thermal,"Repository named 'thermal' in Python with low popularity (76 stars, 7 forks). Maintained by a team of 6 contributors, 296 total commits (49.3 per contributor). 22 releases, 1 open issues. It has CI/CD workflows, has a README of 9318 characters, 7 topics, and is licensed. The project is 4.9 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and good documentation suggest a mature project, but low popularity and small team size prevent it from being classified as 'lead'.",2
NVIDIA/TransformerEngine,"Repository named 'TransformerEngine' in Python with high popularity (3362 stars, 733 forks). Maintained by a large community of 170 contributors, 1854 total commits (10.9 per contributor). 32 releases, 368 open issues. It has CI/CD workflows, has a README of 25757 characters, 9 topics, and is licensed. The project is 3.7 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
chilewen/hupu-monitor,"Repository named 'hupu-monitor' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 34693 total commits (17346.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",senior,0.7,"CI/CD workflows, sustained activity, and a small team of contributors suggest a mature project, but lack of popularity, README, and license indicate some room for improvement.",2
salmanshahriar/Nextjs-Elite-Boilerplate,"Repository named 'Nextjs-Elite-Boilerplate' in TypeScript with low popularity (79 stars, 18 forks). Maintained by a single contributor, 93 total commits (93.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 18897 characters, 6 topics, and is licensed. The project is 0.5 years old and currently active (last push 8 days ago).",template,0.8,"Boilerplate name, high README character count, and presence of CI/CD workflows suggest a reusable template.",4
foXaCe/ajax-security-hass,"Repository named 'ajax-security-hass' in Python with low popularity (93 stars, 13 forks). Maintained by a team of 8 contributors, 771 total commits (96.4 per contributor). 131 releases, 4 open issues. It has CI/CD workflows, has a README of 19048 characters, 5 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a comprehensive README indicate a mature project, but the low popularity and lack of open issues suggest it may not be as widely adopted as a lead project.",2
HTKhuongNinh-FPTU/LogisticsShippingRates,"Repository named 'LogisticsShippingRates' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 8 total commits (8.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 416 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices, little CI/CD, modest docs, and single contributor, but sustained activity and recent commits.",1
sartography/spiff-arena,"Repository named 'spiff-arena' in Python with moderate popularity (135 stars, 72 forks). Maintained by a team of 38 contributors, 4985 total commits (131.2 per contributor). 28 releases, 249 open issues. It has CI/CD workflows, has a README of 7315 characters, 11 topics, and is licensed. The project is 3.6 years old and currently active (last push 0 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, active maintenance",3
alphavantage/alpha_vantage_mcp,"Repository named 'alpha_vantage_mcp' in Python with moderate popularity (159 stars, 39 forks). Maintained by a small team of 4 contributors, 220 total commits (55.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 37827 characters, no topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, moderate popularity, multiple contributors, and sustained activity indicate a well-maintained project with good engineering practices.",2
marimo-team/marimo-jupyter-extension,"Repository named 'marimo-jupyter-extension' in Python with low popularity (76 stars, 7 forks). Maintained by a team of 8 contributors, 78 total commits (9.8 per contributor). 4 releases, 14 open issues. It has CI/CD workflows, has a README of 6496 characters, 8 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and good documentation suggest a mature engineering practice, but low popularity and open issues indicate room for improvement.",2
DevUnltd/ts-library-boilerplate-basic,"Repository named 'ts-library-boilerplate-basic' in JavaScript with low popularity (98 stars, 17 forks). Maintained by a small team of 5 contributors, 2793 total commits (558.6 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2963 characters, no topics, and is licensed. The project is 5.2 years old and currently active (last push 1 days ago).",template,0.8,"low popularity, presence of CI/CD, and a README, but no releases and a very basic name suggests it's a boilerplate",4
saimaanliikenne/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 411 total commits (411.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.4 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is actively maintained, suggesting it's a reusable template.",4
miaojiuqing/Maa_bbb,"Repository named 'Maa_bbb' in Python with moderate popularity (134 stars, 9 forks). Maintained by a team of 10 contributors, 1340 total commits (134.0 per contributor). 125 releases, 15 open issues. It has CI/CD workflows, has a README of 7772 characters, no topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and a large number of releases.",2
yymwhuias-code/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
openai/openai-python,"Repository named 'openai-python' in Python with very high popularity (30840 stars, 4813 forks). Maintained by a large community of 149 contributors, 1379 total commits (9.3 per contributor). 382 releases, 556 open issues. It has CI/CD workflows, has a README of 29480 characters, 2 topics, and is licensed. The project is 5.6 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
suryashahi/workflows-starter-template,"Repository named 'workflows-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal commits, and lack of CI/CD and tests",4
shiyu-coder/Kronos-demo,"Repository named 'Kronos-demo' in Python with moderate popularity (111 stars, 52 forks). Maintained by a single contributor, 7714 total commits (7714.0 per contributor). 0 releases, 8 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.9 years old and currently active (last push 0 days ago).",junior,0.8,"Moderate popularity, active maintenance, but lacks CI/CD, documentation, and clear project structure.",1
RouteWorks/RouterArena,"Repository named 'RouterArena' in Python with low popularity (81 stars, 23 forks). Maintained by a team of 15 contributors, 110 total commits (7.3 per contributor). 0 releases, 12 open issues. It has CI/CD workflows, has a README of 13635 characters, 10 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago).",senior,0.8,"Large team, CI/CD, good documentation, and sustained activity, but lacks releases and has open issues.",2
